RESPID,Willing,Q4,Registered,Unregistered_but_willing,Q14B,Q14C,Q14D,Q6A,Q6A1A,Q6A1B,Q6A1C,Q6A1D,Q6A1E,Q6A1F,Q6A1G,Q6BB,Q6BC,Q6BDA,Q6BDB,Q6BDC,Belief_body,Q12B,Q14FA,Q14G,Q15A,Q15B,Q15C,Q15D,Belief_Minorities,HU_Q16A,Q16B,HU_Q16B,Q16C,HU_Q16C,Belief_Costs,HU_Q16D,Q16E,HU_Q16E,Belief_Need,HU_Q16F,Belief_Doctors,HU_Q16G,Q16H,HU_Q16H,Belief_Undeserving,HU_Q16I,Q16J,HU_Q16J,Belief_Fair,HU_Q16K,Q16AA,Q17C,Q18A,Q18B,Q22A,Q22B,Q22C,Q22D,Q22E,Q22F,Q23A,Q23B,Q23C,Q29,,Q30,D1,D3,D4A,D12,D13,Coverage,D15,Income,Urban,Sex,AgeCat,EduCat,D4Married,D7Healthcare,D9LowIncome,Hispanic,RaceCat,RaceCALC,Region,Q4Q13UnregSupporter,Devout,Religion,DevReligion,CallGroup,Over50,Q23Any,Q26A2cat,Q26B2cat,Q1_miss,Q1_nomiss
608112,1,2,2,1,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,2,1,2,1,1,2,3,2,1,2,1,2,1,2,1,3,0,2,1,3,0,2,1,2,1,3,0,3,0,1,1,3,2,2,2,3,2,3,2,1,2,2,9,,1,1,6,6,1,1,1,2,8,1,1,1,4,0,0,0,0,5,5,1,1,1,9,9,N/A,0,1,3,N/A,1,1
608113,1,1,2,1,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,1,2,2,1,3,2,1,1,4,0,1,1,2,1,1,1,1,1,1,1,4,0,3,0,1,1,4,0,2,1,1,1,4,3,1,4,2,1,1,2,2,12,,2,2,2,2,1,1,1,1,3,0,2,2,1,1,0,1,0,1,1,3,1,0,12,0,N/A,0,1,N/A,N/A,2,2
608114,0,2,2,3,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,2,1,1,2,4,3,4,4,3,0,2,1,2,1,2,1,3,0,2,1,1,1,1,1,4,0,2,1,2,1,N/A,1,3,1,3,3,2,2,3,2,2,2,2,11,,1,2,2,6,1,2,1,2,2,1,2,3,1,0,0,1,0,1,1,2,1,1,11,11,N/A,1,0,3,N/A,1,1
608115,1,2,2,2,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,1,2,2,2,3,3,3,0,3,0,4,0,3,0,2,1,2,1,3,0,2,1,3,0,2,1,2,1,N/A,1,3,1,3,2,3,4,3,2,2,2,2,3,,2,2,5,5,1,4,2,N/A,1,0,2,3,3,0,0,1,0,1,1,3,1,0,3,0,N/A,1,0,N/A,N/A,2,2
608116,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,4,1,1,2,2,2,3,3,3,0,4,0,4,0,2,1,2,1,1,1,4,0,1,1,3,0,1,1,2,1,N/A,2,1,1,3,1,4,4,4,1,2,2,2,12,,4,1,6,2,1,6,1,3,9,1,1,4,4,1,0,0,0,1,1,1,0,0,12,0,N/A,1,0,9,9,1,1
608117,0,2,2,4,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,4,4,1,2,4,4,4,3,3,0,3,0,1,1,4,0,3,0,3,0,3,0,2,1,4,0,4,0,3,0,N/A,1,3,3,2,1,2,2,3,2,2,2,2,2,,1,1,3,1,1,1,1,7,7,1,1,3,2,0,0,0,0,1,1,4,1,1,2,2,N/A,1,0,4,4,2,2
608118,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,3,1,1,2,2,1,3,3,4,0,3,0,2,1,3,0,2,1,2,1,3,0,2,1,3,0,2,1,3,0,N/A,2,3,3,3,2,3,4,4,2,2,N/A,N/A,3,,1,2,3,2,1,6,1,1,9,1,2,3,2,1,0,0,0,1,1,3,0,1,3,3,N/A,1,0,N/A,N/A,2,2
608119,1,1,2,2,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,1,2,1,1,2,2,2,1,4,0,2,1,3,0,1,1,2,1,3,0,1,1,3,0,1,1,3,0,2,1,3,3,3,1,3,4,4,1,2,N/A,2,1,,2,2,6,5,1,6,1,3,7,1,2,4,4,0,0,0,0,1,1,1,1,0,1,0,N/A,1,0,N/A,N/A,1,1
608120,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,1,1,1,2,2,1,4,0,3,0,4,0,1,1,1,1,4,0,1,1,3,0,1,1,2,1,1,2,3,3,3,1,4,4,4,1,2,1,2,9,,4,1,6,2,1,6,1,3,8,0,1,4,4,1,0,0,0,1,1,4,0,0,9,0,N/A,1,1,10,8,2,2
608122,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,2,1,2,2,3,0,3,0,2,1,3,0,2,1,1,1,2,1,1,1,3,0,1,1,2,1,N/A,2,3,1,2,2,4,4,3,1,2,2,2,2,,1,2,3,1,1,1,1,1,3,1,2,2,2,0,0,1,0,1,1,3,0,1,2,2,N/A,0,0,6,N/A,1,1
608123,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,1,1,1,1,3,0,4,0,4,0,4,0,2,1,1,1,4,0,2,1,4,0,1,1,2,1,N/A,2,3,3,1,1,4,4,4,1,2,2,2,3,,2,2,6,2,2,6,1,3,7,1,2,4,4,1,0,0,1,1,1,4,0,0,3,0,N/A,1,0,N/A,N/A,1,1
608124,1,2,2,2,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,1,2,3,3,4,4,3,0,4,0,4,0,4,0,4,0,2,1,4,0,1,1,3,0,2,1,2,1,N/A,2,3,3,2,2,3,4,4,2,2,2,2,10,,2,2,6,2,1,6,1,1,9,1,2,4,4,1,0,0,0,4,4,4,1,0,10,0,N/A,1,0,N/A,7,2,2
608125,1,1,2,2,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,1,2,3,2,4,4,3,0,4,0,1,1,4,0,1,1,1,1,1,1,1,1,3,0,1,1,2,1,N/A,2,1,1,4,3,4,4,4,1,2,2,2,3,,3,1,5,1,1,1,1,1,8,1,1,3,3,0,0,0,0,1,1,2,1,0,3,0,N/A,1,0,N/A,3,2,2
608126,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,3,2,1,2,2,2,2,2,2,1,3,0,4,0,2,1,2,1,2,1,4,0,2,1,3,0,2,1,2,1,2,2,3,3,2,2,3,3,3,2,1,N/A,2,3,,2,2,2,4,2,1,2,N/A,4,1,2,3,1,0,0,0,1,1,1,2,0,0,3,0,N/A,1,1,N/A,N/A,1,1
608127,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,1,1,2,2,2,1,3,0,3,0,2,1,2,1,1,1,3,0,1,1,2,1,1,1,2,1,2,2,3,3,3,2,3,4,4,1,2,2,2,2,,3,1,2,6,1,1,1,1,7,1,1,2,1,0,1,0,0,1,1,3,0,0,2,0,N/A,0,0,6,8,1,1
608128,0,2,2,3,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,2,2,1,2,3,4,3,3,2,1,2,1,2,1,2,1,3,0,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,3,2,2,3,3,3,2,2,2,2,3,,2,2,2,6,1,1,1,1,4,1,2,2,1,0,0,0,0,1,1,2,1,0,3,0,N/A,0,0,10,10,2,2
608129,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,3,2,1,2,2,2,3,3,3,0,3,0,3,0,3,0,2,1,2,1,2,1,2,1,3,0,2,1,2,1,N/A,2,2,2,2,2,2,2,2,2,2,2,2,1,,2,2,4,2,1,7,1,2,1,1,2,3,2,1,0,1,0,1,1,3,0,0,1,0,N/A,1,0,N/A,N/A,1,1
608130,0,4,2,4,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,1,1,1,2,4,4,4,4,1,1,4,0,4,0,1,1,3,0,3,0,1,1,1,1,3,0,2,1,2,1,2,2,2,2,4,1,1,1,4,3,2,2,2,3,,1,1,5,1,1,2,1,3,6,1,1,2,3,0,0,0,0,1,1,3,N/A,1,3,3,N/A,0,0,N/A,N/A,2,2
608131,1,2,2,2,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,2,1,2,2,2,2,2,3,0,3,0,3,0,3,0,2,1,2,1,3,0,2,1,3,0,3,0,2,1,N/A,2,3,3,2,2,3,3,2,2,2,2,2,2,,2,2,3,2,1,6,1,3,7,0,2,4,2,1,0,0,0,1,1,4,1,0,2,0,N/A,1,0,5,5,2,2
608132,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,4,2,1,2,2,1,3,3,1,1,3,0,2,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,1,2,4,1,2,3,2,2,1,2,2,1,,2,1,4,2,1,6,1,3,4,1,1,4,2,1,0,0,0,1,1,4,0,0,1,0,N/A,1,1,7,7,1,1
608133,1,2,2,2,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,1,2,3,3,3,2,3,0,2,1,3,0,3,0,3,0,2,1,2,1,3,0,3,0,2,1,3,0,N/A,2,2,2,2,3,2,2,2,2,2,1,2,1,,2,1,2,2,1,4,1,2,5,1,1,3,1,1,0,0,0,1,1,2,1,0,1,0,N/A,1,1,N/A,N/A,1,1
608134,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,2,1,1,2,3,1,3,3,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,4,0,2,1,1,1,2,1,1,1,1,1,4,4,4,1,2,2,2,12,,1,1,4,1,1,1,1,2,2,0,1,2,2,0,0,1,0,1,1,3,0,1,12,12,N/A,0,0,N/A,N/A,2,2
608135,1,2,2,1,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,4,1,1,4,1,3,2,1,1,2,1,3,0,1,1,4,0,3,0,1,1,2,1,3,0,4,0,4,0,2,1,1,3,2,1,4,4,1,3,1,1,1,4,,3,2,2,1,1,2,1,2,2,1,2,1,1,0,1,1,0,4,4,3,1,0,4,0,N/A,0,1,1,N/A,1,1
608136,1,4,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,1,4,1,2,4,4,4,3,2,1,1,1,3,0,3,0,1,1,2,1,4,0,1,1,2,1,3,0,1,1,2,1,1,2,3,1,4,2,1,2,1,1,1,13,,N/A,2,3,5,1,1,1,4,3,N/A,2,5,2,0,0,1,0,4,4,N/A,N/A,0,99,0,N/A,N/A,1,N/A,N/A,1,1
608137,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,2,1,3,4,3,0,4,0,2,1,3,0,2,1,1,1,3,0,1,1,3,0,1,1,2,1,N/A,2,1,1,3,2,4,4,4,1,1,1,2,3,,1,2,3,2,1,6,1,3,5,0,2,4,2,1,0,0,0,1,1,4,0,1,3,3,N/A,1,1,8,N/A,2,2
608139,0,1,2,4,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,1,4,1,2,4,4,4,4,4,0,4,0,1,1,1,1,4,0,4,0,4,0,1,1,N/A,N/A,1,1,4,0,N/A,1,2,2,4,1,1,4,4,1,2,2,2,11,,1,1,2,2,1,6,2,N/A,1,1,1,3,1,1,0,1,0,1,1,4,1,1,11,11,N/A,1,0,7,7,2,2
608140,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,2,2,2,2,2,2,2,3,2,1,4,0,1,1,3,0,3,0,3,0,3,0,3,0,3,0,4,0,3,0,2,2,3,3,3,2,3,4,3,3,1,2,2,9,,2,1,2,2,1,1,1,1,5,0,1,2,1,1,0,0,0,1,1,3,0,0,9,0,N/A,0,1,N/A,N/A,1,1
608142,0,2,2,3,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,3,3,1,2,2,1,3,3,3,0,3,0,2,1,3,0,2,1,2,1,3,0,2,1,3,0,2,1,3,0,N/A,1,3,3,3,2,3,2,3,2,2,2,2,8,,3,2,2,2,1,6,1,3,3,1,2,4,1,1,0,1,0,3,3,4,1,0,8,0,N/A,1,0,8,9,1,1
608143,1,2,2,2,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,1,2,1,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,,2,2,4,6,1,3,1,2,3,1,2,1,2,0,0,1,0,1,1,3,1,0,3,0,N/A,0,0,N/A,N/A,2,2
608144,1,2,2,2,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,1,2,2,1,2,2,1,1,2,1,2,1,3,0,2,1,1,1,3,0,1,1,3,0,1,1,1,1,2,1,1,2,2,2,3,4,2,2,1,2,2,4,,2,2,2,2,1,1,1,1,6,0,2,3,1,1,0,0,0,1,1,2,1,0,4,0,N/A,1,1,7,6,2,2
608145,0,2,2,3,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,3,2,1,2,3,3,2,3,3,0,3,0,3,0,2,1,2,1,2,1,4,0,2,1,3,0,2,1,3,0,N/A,2,3,3,2,2,2,4,3,2,2,2,2,11,,2,2,2,2,1,2,1,3,1,0,2,3,1,1,0,1,0,1,1,2,1,0,11,0,N/A,1,0,6,4,2,2
608146,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,,1,1,2,2,1,6,1,3,6,1,1,4,1,1,0,0,0,1,1,2,0,1,2,2,N/A,1,1,N/A,5,1,1
608150,0,3,2,4,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,1,3,1,2,4,2,4,4,2,1,3,0,3,0,2,1,3,0,2,1,3,0,2,1,2,1,1,1,2,1,2,1,3,3,3,2,3,3,2,2,2,2,2,13,,2,2,5,5,1,6,1,3,1,1,2,4,3,0,0,1,0,1,1,4,N/A,0,99,0,N/A,1,0,10,10,N/A,99
608151,1,1,2,1,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,1,2,1,1,3,3,4,0,3,0,4,0,3,0,2,1,1,1,4,0,2,1,4,0,1,1,2,1,N/A,2,3,3,1,1,3,4,4,2,2,2,2,3,,3,2,5,4,1,6,1,2,3,1,2,3,3,0,0,1,0,1,1,4,1,0,3,0,N/A,1,0,N/A,N/A,2,2
608152,0,1,2,3,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,4,1,1,2,1,1,2,3,4,0,4,0,2,1,3,0,2,1,1,1,4,0,1,1,3,0,2,1,3,0,N/A,2,3,3,1,1,4,4,4,2,2,2,2,5,,2,2,3,2,1,6,1,3,8,0,2,4,2,1,0,0,0,4,4,4,1,0,5,0,N/A,1,0,N/A,N/A,1,1
608154,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,4,1,1,2,1,1,2,3,4,0,4,0,4,0,4,0,1,1,1,1,4,0,1,1,4,0,1,1,3,0,N/A,2,1,3,3,1,4,4,4,1,2,2,2,1,,3,1,5,2,1,1,2,N/A,4,1,1,3,3,1,0,0,0,1,1,2,0,0,1,0,N/A,1,0,7,N/A,2,2
608155,0,2,2,4,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,2,2,1,2,4,4,4,4,4,0,4,0,3,0,4,0,3,0,2,1,2,1,2,1,4,0,4,0,2,1,N/A,1,3,3,4,4,4,4,4,3,2,2,N/A,13,,2,1,5,1,1,2,1,1,2,1,1,5,3,0,0,1,0,3,3,4,1,0,99,0,N/A,N/A,0,N/A,N/A,2,2
608156,0,2,2,3,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,2,2,1,2,3,2,3,3,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,11,,2,1,5,4,1,6,1,3,4,0,1,4,3,0,0,0,0,1,1,1,1,0,11,0,N/A,1,0,N/A,N/A,1,1
608157,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,1,1,2,1,1,3,3,3,0,3,0,4,0,3,0,2,1,1,1,3,0,1,1,2,1,1,1,3,0,N/A,2,1,2,4,2,4,4,4,1,1,1,2,1,,2,1,4,2,1,1,1,1,3,1,1,2,2,1,1,1,0,1,1,3,0,0,1,0,N/A,0,1,7,4,2,2
608158,0,2,2,3,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,2,2,1,2,3,2,4,3,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,3,3,3,2,2,3,2,2,2,2,2,12,,4,2,2,6,1,3,1,2,1,1,2,2,1,0,0,1,0,1,1,2,1,0,12,0,N/A,0,0,5,5,2,2
608159,0,2,2,3,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,2,2,2,2,3,1,3,4,3,0,3,0,3,0,3,0,2,1,2,1,1,1,3,0,3,0,2,1,3,0,N/A,2,3,3,3,4,3,3,3,2,2,2,2,3,,1,2,5,2,1,1,1,1,6,1,2,4,3,1,0,0,0,1,1,1,1,1,3,3,N/A,1,0,N/A,N/A,2,2
608160,0,2,2,3,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,1,2,2,2,2,2,3,2,2,1,3,0,3,0,4,0,2,1,3,0,4,0,3,0,3,0,2,1,1,1,N/A,1,2,2,2,1,3,4,3,1,2,2,2,3,,2,2,3,3,1,7,1,2,1,1,2,3,2,0,0,1,0,1,1,1,1,0,3,0,N/A,1,0,3,N/A,2,2
608161,0,1,2,3,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,3,1,1,2,2,2,2,2,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,N/A,1,2,2,2,2,2,2,2,2,2,2,2,3,,1,1,2,2,1,6,1,3,3,1,1,3,1,1,0,1,0,1,1,1,1,1,3,3,N/A,1,0,N/A,N/A,1,1
608162,1,2,2,2,2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,2,1,2,3,2,3,3,3,0,3,0,3,0,3,0,2,1,2,1,2,1,3,0,2,1,3,0,2,1,N/A,1,3,3,2,2,3,3,3,2,2,2,2,3,,1,1,5,1,1,6,1,6,6,1,1,3,3,0,0,0,0,1,1,3,1,1,3,3,N/A,1,0,4,3,1,1
608163,1,2,2,2,2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,3,3,2,2,3,3,2,2,2,2,2,8,,2,1,5,1,1,1,1,1,9,1,1,2,3,0,0,0,0,3,3,1,1,0,8,0,N/A,0,0,N/A,N/A,2,2
608164,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,1,1,2,1,1,1,2,2,1,3,0,3,0,3,0,2,1,2,1,4,0,2,1,2,1,1,1,3,0,2,2,1,1,3,1,4,4,4,2,2,1,2,3,,1,1,2,6,1,6,1,3,1,1,1,4,1,0,0,1,0,1,1,2,0,1,3,3,N/A,1,1,N/A,N/A,1,1
608165,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,2,1,2,3,2,1,4,0,2,1,3,0,2,1,1,1,4,0,1,1,3,0,1,1,3,0,1,2,3,3,4,1,4,4,4,2,2,2,2,1,,1,1,3,2,1,1,1,2,3,0,1,1,2,1,0,1,0,1,1,2,0,1,1,1,N/A,0,0,N/A,10,1,1
608166,1,1,2,1,2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,1,2,3,3,3,3,3,0,4,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,N/A,2,1,1,2,3,2,2,2,2,2,2,2,13,,4,2,1,2,2,1,1,7,5,1,2,3,1,1,0,0,1,1,1,4,1,0,99,0,N/A,1,0,N/A,N/A,2,2
608167,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,2,1,1,2,1,1,2,2,3,0,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,N/A,2,1,1,1,2,1,3,1,2,1,2,2,1,,2,2,5,2,1,1,1,1,8,1,2,1,3,1,0,0,0,1,1,1,0,0,1,0,N/A,0,1,N/A,N/A,1,1
608168,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,2,1,3,3,2,1,4,0,4,0,4,0,1,1,4,0,4,0,2,1,4,0,1,1,1,1,1,2,3,3,4,1,4,4,4,1,2,2,2,11,,2,1,6,2,1,2,1,3,8,1,1,4,4,1,0,0,0,1,1,4,0,0,11,0,N/A,1,0,N/A,N/A,2,2
608169,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,1,1,2,3,3,0,4,0,4,0,3,0,2,1,1,1,4,0,1,1,3,0,1,1,2,1,N/A,2,1,1,1,1,4,4,4,1,1,2,N/A,3,,2,2,3,2,1,1,1,1,5,1,2,3,2,1,0,0,0,1,1,1,0,0,3,0,N/A,1,1,N/A,N/A,1,1
608170,1,1,2,2,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,1,2,1,1,1,1,3,0,4,0,3,0,4,0,2,1,2,1,2,1,1,1,4,0,1,1,2,1,N/A,1,3,3,3,2,3,4,1,2,2,2,2,10,,4,1,5,2,1,1,1,1,8,0,1,2,3,1,0,0,0,1,1,1,1,0,10,0,N/A,0,0,N/A,N/A,2,2
608171,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,2,1,2,1,1,2,3,2,1,3,0,4,0,2,1,2,1,2,1,3,0,2,1,2,1,2,1,2,1,1,2,1,3,3,1,4,4,4,1,2,2,1,3,,1,2,5,5,1,6,1,3,8,1,2,4,3,0,0,0,0,1,1,2,0,1,3,3,N/A,1,1,8,8,1,1
608172,0,2,2,3,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,1,1,1,2,4,2,4,4,3,0,1,1,3,0,2,1,2,1,1,1,1,1,1,1,3,0,2,1,2,1,N/A,1,3,3,4,2,2,4,2,2,2,2,2,1,,2,1,5,2,1,6,1,1,8,0,1,2,3,1,0,0,0,1,1,3,1,0,1,0,N/A,0,0,N/A,N/A,1,1
608173,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,2,2,1,2,2,1,3,4,2,1,3,0,3,0,3,0,2,1,2,1,3,0,2,1,3,0,2,1,3,0,2,2,3,3,3,2,4,4,4,1,2,2,2,13,,3,1,5,5,1,6,1,3,4,1,1,5,3,0,0,0,0,1,1,1,0,0,99,0,N/A,N/A,0,N/A,N/A,2,2
608174,1,1,2,2,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,1,2,2,1,3,2,3,0,2,1,4,0,1,1,2,1,1,1,1,1,1,1,3,0,2,1,N/A,N/A,N/A,2,3,3,2,1,4,4,4,1,2,2,2,3,,1,2,3,4,1,6,1,3,3,1,2,4,2,0,0,1,0,1,1,3,1,1,3,3,N/A,1,0,6,N/A,1,1
608175,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,2,2,1,2,1,1,3,3,2,1,2,1,3,0,2,1,2,1,2,1,3,0,2,1,2,1,2,1,1,1,2,2,3,2,2,2,1,3,2,3,2,2,2,1,,2,1,2,1,1,1,1,1,1,1,1,2,1,0,0,1,0,1,1,3,0,0,1,0,N/A,0,0,6,N/A,2,2
608176,1,3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,2,1,2,1,3,2,1,2,1,2,1,2,1,2,1,3,0,2,1,2,1,2,1,4,0,3,0,3,0,2,2,2,2,2,2,2,2,2,2,2,1,2,12,,3,2,2,1,1,1,1,7,2,1,2,5,1,0,0,1,0,1,1,1,N/A,0,12,0,N/A,N/A,1,1,N/A,2,2
