RESPID,Willing,Q4,Registered,Unregistered_but_willing,Q14B,Q14C,Q14D,Q6A,Q6A1A,Q6A1B,Q6A1C,Q6A1D,Q6A1E,Q6A1F,Q6A1G,Q6BB,Q6BC,Q6BDA,Q6BDB,Q6BDC,Belief_body,Q12B,Q14FA,Q14G,Q15A,Q15B,Q15C,Q15D,Belief_Minorities,HU_Q16A,Q16B,HU_Q16B,Q16C,HU_Q16C,Belief_Costs,HU_Q16D,Q16E,HU_Q16E,Belief_Need,HU_Q16F,Belief_Doctors,HU_Q16G,Q16H,HU_Q16H,Belief_Undeserving,HU_Q16I,Q16J,HU_Q16J,Belief_Fair,HU_Q16K,Q16AA,Q17C,Q18A,Q18B,Q22A,Q22B,Q22C,Q22D,Q22E,Q22F,Q23A,Q23B,Q23C,Q29,,Q30,D1,D3,D4A,D12,D13,Coverage,D15,Income,Urban,Sex,AgeCat,EduCat,D4Married,D7Healthcare,D9LowIncome,Hispanic,RaceCat,RaceCALC,Region,Q4Q13UnregSupporter,Devout,Religion,DevReligion,CallGroup,Over50,Q23Any,Q26A2cat,Q26B2cat,Q1_miss,Q1_nomiss
125777,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,1,2,1,1,2,1,4,0,1,1,5,N/A,1,1,1,1,4,0,1,1,4,0,1,1,1,1,2,2,1,3,4,1,2,4,1,1,2,1,2,3,,1,2,5,2,1,6,1,3,6,1,2,4,3,1,0,0,0,2,2,2,0,1,3,3,1,1,1,N/A,N/A,1,1
125779,1,2,2,1,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,1,2,5,5,5,5,4,0,3,0,5,N/A,5,N/A,2,1,1,1,3,0,1,1,4,0,1,1,5,N/A,N/A,3,1,1,1,1,4,5,5,1,2,2,2,12,,4,2,3,1,1,5,2,N/A,1,N/A,2,1,2,0,0,1,0,1,1,4,1,0,12,0,1,0,0,N/A,N/A,2,2
125841,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,3,2,4,1,4,4,1,1,4,0,5,N/A,5,N/A,2,1,5,N/A,1,1,1,1,2,1,2,1,5,N/A,1,2,3,3,1,1,4,4,4,1,3,2,2,3,,1,2,5,4,1,6,1,3,4,0,2,4,3,0,0,0,0,1,1,2,0,1,3,3,1,1,0,N/A,N/A,2,2
125905,1,2,2,1,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,1,2,1,1,1,2,5,N/A,4,0,4,0,3,0,2,1,5,N/A,2,1,1,1,5,N/A,2,1,5,N/A,N/A,2,3,3,5,2,1,4,4,2,2,2,2,12,,1,2,3,4,1,4,1,1,11,0,2,5,2,0,0,0,0,1,1,1,1,1,12,12,1,N/A,0,N/A,N/A,2,2
125956,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,1,1,1,2,3,0,3,0,2,1,2,1,1,1,3,0,2,1,1,1,3,0,1,1,2,1,N/A,1,3,3,2,2,4,3,2,2,1,1,1,11,,1,2,3,2,1,6,1,1,5,N/A,2,3,2,1,0,0,0,2,2,4,0,1,11,11,2,1,1,N/A,10,1,1
125959,0,2,2,3,N/A,N/A,N/A,2,2,2,2,3,2,2,2,2,N/A,N/A,N/A,N/A,5,2,2,2,2,2,3,3,2,1,1,1,3,0,2,1,3,0,2,1,3,0,2,1,3,0,1,1,3,0,2,1,2,3,3,1,2,4,3,1,2,2,2,2,,2,1,3,1,1,5,3,N/A,10,1,1,1,2,0,0,0,0,1,1,3,1,0,2,0,2,0,0,N/A,N/A,2,2
125984,0,2,2,3,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,2,1,1,2,1,1,1,1,5,N/A,2,1,2,1,5,N/A,2,1,1,1,2,1,1,1,3,0,1,1,5,N/A,N/A,1,3,3,2,2,4,4,4,1,1,2,2,3,,2,2,3,2,1,8,1,1,3,0,2,3,2,1,0,1,0,1,1,2,1,0,3,0,1,1,1,N/A,N/A,1,1
125985,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,2,1,1,2,1,1,1,1,4,0,3,0,1,1,5,N/A,2,1,2,1,4,0,1,1,5,N/A,1,1,2,1,N/A,1,3,3,1,1,5,4,4,5,2,2,2,13,,1,2,3,2,2,1,1,1,6,1,2,2,2,1,0,0,1,5,1,2,0,1,99,0,2,0,0,N/A,N/A,2,2
126025,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,2,1,2,1,1,1,1,2,1,4,0,3,0,4,0,2,1,1,1,4,0,1,1,4,0,1,1,1,1,2,2,3,3,1,1,4,4,4,1,2,2,2,3,,1,1,4,2,1,1,1,1,8,1,1,3,2,1,0,0,0,1,1,4,0,1,3,3,1,1,0,N/A,N/A,2,2
126029,1,2,2,2,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,2,2,2,2,1,1,3,4,0,3,0,2,1,2,1,1,1,4,0,2,1,1,1,4,0,1,1,3,0,N/A,2,3,3,1,1,2,4,1,1,2,2,2,1,,1,1,4,2,1,1,1,1,6,N/A,1,2,2,1,0,0,0,1,1,4,1,1,1,1,1,0,0,N/A,N/A,1,1
126057,0,2,2,4,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,1,5,1,2,1,1,1,1,5,N/A,2,1,2,1,5,N/A,5,N/A,1,1,1,1,1,1,3,0,1,1,1,1,N/A,1,3,3,2,2,2,3,5,1,2,2,2,11,,1,1,1,5,1,6,2,N/A,10,1,1,4,1,0,0,0,0,1,1,1,1,1,11,11,1,1,0,N/A,N/A,2,2
126071,1,1,2,1,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,1,2,1,1,1,1,1,1,1,1,5,N/A,5,N/A,1,1,1,1,1,1,1,1,3,0,1,1,1,1,2,1,1,4,1,2,2,2,2,2,2,2,2,2,,2,1,2,2,1,6,1,3,11,N/A,1,4,1,1,0,0,0,2,2,4,1,0,2,0,2,1,0,N/A,N/A,1,1
126073,1,1,2,1,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,3,2,2,2,2,2,5,N/A,4,0,5,N/A,5,N/A,2,1,5,N/A,4,0,1,1,5,N/A,1,1,5,N/A,N/A,2,3,3,1,1,4,4,1,5,2,2,2,3,,1,1,5,2,1,6,1,6,11,0,1,3,3,1,0,0,0,1,1,2,1,1,3,3,2,1,0,N/A,N/A,2,2
126117,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,1,1,2,2,5,N/A,4,0,1,1,5,N/A,1,1,2,1,4,0,4,0,4,0,1,1,5,N/A,N/A,3,3,3,2,1,4,4,4,5,2,2,3,1,,1,1,3,4,1,6,1,3,6,1,1,4,2,0,0,0,0,2,2,1,0,1,1,1,1,1,0,N/A,N/A,2,2
126165,0,4,2,4,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,1,5,2,2,4,4,4,4,5,N/A,1,1,4,0,5,N/A,4,0,5,N/A,1,1,4,0,1,1,4,0,5,N/A,N/A,1,3,3,4,4,1,1,1,5,2,2,2,11,,1,2,2,8,1,6,4,N/A,11,N/A,2,5,1,0,0,0,0,2,2,4,N/A,1,11,11,1,N/A,0,N/A,N/A,2,2
126212,0,4,2,4,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,5,1,1,2,1,1,1,1,5,N/A,4,0,5,N/A,4,0,1,1,1,1,2,1,1,1,4,0,1,1,5,N/A,N/A,1,3,4,5,3,1,5,1,1,1,2,2,2,,1,1,6,2,1,1,1,1,9,1,1,1,4,1,0,0,0,1,1,4,N/A,1,2,2,1,0,1,N/A,N/A,1,1
126221,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,1,1,1,3,3,0,3,0,4,0,4,0,2,1,1,1,4,0,5,N/A,2,1,1,1,2,1,N/A,2,1,1,4,1,5,4,4,2,1,2,2,1,,4,1,5,2,1,6,1,3,11,1,1,4,3,1,0,0,0,1,1,3,0,0,1,0,2,1,1,7,8,1,1
126255,1,2,2,2,2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,4,1,2,2,1,2,2,2,1,3,0,5,N/A,5,N/A,2,1,2,1,5,N/A,1,1,2,1,1,1,2,1,1,1,1,1,4,5,5,4,1,1,2,2,2,1,,1,1,6,1,1,6,1,6,3,1,1,4,4,0,0,1,0,2,2,3,1,1,1,1,1,1,0,N/A,N/A,2,2
126283,1,1,2,2,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,1,2,3,2,4,4,3,0,4,0,5,N/A,5,N/A,2,1,1,1,4,0,1,1,4,0,1,1,1,1,N/A,2,1,1,1,1,4,4,3,1,2,2,2,2,,1,1,3,2,1,6,1,1,5,N/A,1,5,2,1,0,0,0,1,1,N/A,1,1,2,2,2,N/A,0,N/A,N/A,2,2
126293,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,2,1,2,2,3,0,3,0,4,0,4,0,2,1,1,1,4,0,1,1,3,0,1,1,3,0,N/A,2,3,3,3,1,4,4,4,1,2,2,2,1,,2,1,6,1,5,1,1,1,8,1,1,1,4,0,1,0,1,1,1,4,0,0,1,0,1,0,0,N/A,7,1,1
126371,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,2,1,2,3,3,0,4,0,3,0,4,0,1,1,1,1,4,0,1,1,5,N/A,1,1,5,N/A,N/A,2,3,1,3,1,4,3,4,3,2,2,1,10,,2,1,6,6,1,1,1,1,8,0,1,2,4,0,0,0,0,1,1,3,0,0,10,0,2,0,1,N/A,N/A,1,1
126376,1,2,2,2,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,1,2,1,1,2,3,3,0,1,1,2,1,4,0,2,1,2,1,4,0,1,1,4,0,1,1,1,1,N/A,2,3,3,4,2,1,1,4,3,2,2,2,3,,2,2,1,2,1,3,1,2,2,1,2,2,1,1,0,1,0,1,1,3,1,0,3,0,1,0,0,N/A,N/A,2,2
126415,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,2,1,2,2,2,1,4,0,3,0,3,0,2,1,2,1,3,0,2,1,3,0,2,1,2,1,1,2,3,3,5,2,3,3,3,2,1,1,2,1,,2,2,3,2,1,1,1,1,11,1,2,3,2,1,0,0,0,1,1,3,0,0,1,0,2,1,1,6,N/A,1,1
126421,0,5,2,4,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,3,1,1,2,3,3,3,4,1,1,3,0,2,1,5,N/A,4,0,2,1,2,1,2,1,1,1,2,1,3,0,1,3,3,1,4,4,5,4,5,2,2,2,2,12,,1,1,5,1,1,1,2,N/A,7,1,1,1,3,0,1,0,0,2,2,1,N/A,1,12,12,1,0,0,N/A,N/A,2,2
126452,1,1,2,2,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,2,1,2,1,1,3,3,5,N/A,2,1,3,0,5,N/A,1,1,2,1,4,0,5,N/A,5,N/A,1,1,5,N/A,N/A,2,2,1,3,1,5,4,3,5,3,2,2,12,,4,2,2,1,1,2,1,3,1,1,2,1,1,0,0,1,0,1,1,1,1,0,12,0,1,0,0,N/A,N/A,2,2
126494,0,2,2,3,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,3,2,1,2,2,2,2,2,2,1,3,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,4,3,1,2,2,2,10,,4,1,3,6,2,1,1,1,9,1,1,1,2,0,0,0,1,1,1,3,1,0,10,0,2,0,0,N/A,N/A,1,1
126549,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,4,1,1,2,1,1,1,1,3,0,4,0,2,1,4,0,5,N/A,2,1,4,0,1,1,3,0,1,1,2,1,N/A,2,3,3,2,1,4,4,4,2,1,1,2,11,,1,2,2,2,1,3,1,1,10,N/A,2,3,1,1,0,0,0,1,1,4,0,1,11,11,1,1,1,N/A,N/A,2,2
126552,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,1,1,2,1,1,2,3,3,0,4,0,3,0,5,N/A,2,1,1,1,4,0,1,1,4,0,1,1,2,1,N/A,2,3,3,3,1,4,4,4,1,2,2,2,1,,1,2,3,2,1,1,1,1,5,0,2,2,2,1,0,0,0,1,1,2,0,1,1,1,1,0,0,N/A,N/A,2,2
126561,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,1,1,1,1,5,N/A,4,0,4,0,4,0,1,1,1,1,4,0,1,1,4,0,1,1,1,1,N/A,2,3,3,1,1,4,4,1,1,2,2,2,3,,1,2,5,2,2,1,1,1,7,1,2,2,3,1,1,0,1,5,1,4,0,1,3,3,2,0,0,7,N/A,2,2
126586,0,2,2,3,N/A,N/A,N/A,2,2,2,2,2,2,2,2,2,N/A,N/A,N/A,N/A,2,3,2,1,2,3,2,2,2,1,2,1,1,1,2,1,3,0,2,1,2,1,2,1,2,1,3,0,3,0,1,2,2,1,2,2,2,2,2,2,2,2,2,2,,1,1,2,2,1,2,2,N/A,2,1,1,3,1,1,0,1,0,1,1,2,1,1,2,2,2,1,0,7,N/A,2,2
126601,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,2,1,2,2,1,2,2,2,1,3,0,3,0,5,N/A,2,1,1,1,4,0,1,1,4,0,1,1,3,0,1,2,1,1,2,2,3,4,3,2,2,2,2,3,,2,1,2,4,1,6,1,1,3,1,1,4,1,0,0,1,0,1,1,2,0,0,3,0,1,1,0,8,8,2,2
126612,1,5,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,3,1,1,3,4,4,4,2,1,1,1,2,1,3,0,3,0,3,0,2,1,2,1,2,1,1,1,2,1,1,2,3,3,3,2,2,3,3,2,1,2,2,13,,4,1,2,1,1,3,1,3,10,N/A,1,2,1,0,0,0,0,5,5,2,N/A,0,99,0,1,0,1,2,1,1,1
126615,0,1,2,4,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,4,1,1,2,1,1,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,4,0,1,1,1,1,2,2,3,3,1,1,6,1,1,1,4,4,4,13,,6,5,8,8,1,10,4,N/A,11,N/A,N/A,5,N/A,0,0,0,0,1,1,4,1,0,99,0,1,N/A,0,N/A,N/A,1,1
126617,0,7,2,4,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,2,1,1,2,2,2,2,2,1,1,4,0,2,1,3,0,2,1,2,1,3,0,1,1,2,1,4,0,2,1,1,1,2,2,3,1,3,3,4,1,2,2,2,11,,1,2,1,6,1,3,2,N/A,5,0,2,2,1,0,0,0,0,4,4,2,N/A,1,11,11,1,0,0,N/A,N/A,1,1
126618,0,4,2,4,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,1,1,1,2,4,4,4,4,5,N/A,4,0,4,0,1,1,4,0,1,1,1,1,1,1,4,0,4,0,4,0,N/A,1,3,3,4,4,1,4,4,1,2,2,2,12,,4,1,5,1,1,1,1,1,8,N/A,1,3,3,0,0,0,0,1,1,4,N/A,0,12,0,1,1,0,N/A,N/A,2,2
126619,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,1,1,2,3,2,1,4,0,4,0,2,1,2,1,1,1,4,0,1,1,5,N/A,1,1,5,N/A,1,2,3,3,1,1,1,4,1,1,1,1,2,3,,2,2,5,4,5,1,1,1,7,1,2,3,3,0,0,0,1,5,1,4,0,0,3,0,2,1,1,8,N/A,2,2
126625,1,2,2,2,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,1,2,2,1,2,3,3,0,3,0,3,0,4,0,2,1,1,1,4,0,3,0,4,0,2,1,3,0,N/A,2,3,3,4,4,3,4,4,2,2,2,2,12,,3,2,1,1,1,5,1,8,2,1,2,1,1,0,0,1,0,3,3,1,1,0,12,0,1,0,0,4,8,2,2
126655,0,5,2,4,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,2,2,3,2,4,2,4,4,4,0,1,1,4,0,2,1,2,1,3,0,3,0,2,1,2,1,2,1,2,1,N/A,1,3,3,2,2,2,3,3,2,2,2,2,8,,1,1,3,2,1,1,1,1,6,1,1,3,2,1,0,0,0,3,3,4,N/A,1,8,8,2,1,0,N/A,N/A,2,2
126660,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,1,1,1,2,4,0,5,N/A,4,0,4,0,1,1,1,1,4,0,1,1,4,0,2,1,1,1,N/A,2,3,3,1,1,4,4,4,1,1,1,2,12,,4,2,6,2,1,2,1,1,11,N/A,2,2,4,1,1,0,0,1,1,4,0,0,12,0,2,0,1,N/A,N/A,2,2
126662,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,2,1,1,2,2,1,2,2,2,1,4,0,4,0,4,0,1,1,3,0,3,0,3,0,3,0,1,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,3,,1,1,1,2,5,3,1,2,3,N/A,1,3,1,1,0,1,1,1,1,2,0,1,3,3,1,1,0,N/A,N/A,2,2
126700,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,3,1,1,2,1,1,1,3,1,1,2,1,1,1,4,0,1,1,5,N/A,4,0,1,1,1,1,1,1,1,1,1,2,3,3,2,1,4,4,4,4,2,2,2,1,,1,1,3,2,1,1,1,1,11,0,1,2,2,1,0,0,0,2,2,3,0,1,1,1,2,0,0,N/A,N/A,2,2
126704,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,2,1,2,3,2,3,4,2,1,3,0,2,1,3,0,2,1,3,0,3,0,2,1,3,0,2,1,2,1,2,2,3,3,3,2,2,3,3,2,1,1,2,3,,2,1,6,1,1,1,1,1,8,1,1,1,4,0,0,0,0,1,1,1,0,0,3,0,2,0,1,6,6,2,2
126724,1,1,2,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,1,2,5,5,5,5,5,N/A,4,0,1,1,5,N/A,1,1,5,N/A,5,N/A,5,N/A,5,N/A,1,1,5,N/A,N/A,3,3,3,3,1,4,4,4,2,2,2,2,2,,1,1,3,2,5,1,1,1,8,1,1,4,2,1,0,0,1,2,1,3,1,1,2,2,2,1,0,N/A,N/A,2,2
126734,0,7,2,4,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,1,2,3,2,4,4,4,4,5,N/A,1,1,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,1,1,5,N/A,4,0,5,N/A,N/A,1,3,3,2,2,1,4,1,1,2,3,2,11,,1,2,3,4,1,6,1,1,11,1,2,4,2,0,0,0,0,2,2,3,N/A,1,11,11,1,1,0,N/A,N/A,1,1
126736,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,3,2,1,2,1,4,5,N/A,4,0,4,0,4,0,2,1,4,0,4,0,4,0,3,0,4,0,5,N/A,N/A,2,3,3,5,1,4,4,1,5,1,2,2,10,,1,2,3,5,1,6,1,3,10,1,2,4,2,0,0,0,0,1,1,4,0,1,10,10,2,1,1,10,N/A,1,1
126783,0,3,2,3,N/A,N/A,N/A,2,2,2,3,1,2,3,2,2,N/A,N/A,N/A,N/A,4,1,1,2,1,1,1,1,2,1,4,0,1,1,4,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,4,1,4,4,1,1,2,2,2,1,,1,2,2,1,1,7,1,3,10,1,2,3,1,0,0,0,0,2,2,3,N/A,1,1,1,1,1,0,N/A,N/A,2,2
126813,1,2,2,2,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,1,2,2,3,2,3,2,1,3,0,2,1,1,1,2,1,1,1,4,0,1,1,2,1,1,1,2,1,2,1,3,3,4,1,4,4,3,1,2,2,2,9,,4,2,2,1,5,2,1,2,1,1,2,1,1,0,0,1,1,3,1,1,1,0,9,0,1,0,0,4,8,2,2
126847,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,3,2,3,3,3,4,5,N/A,5,N/A,1,1,5,N/A,3,0,1,1,5,N/A,5,N/A,5,N/A,1,1,5,N/A,N/A,2,1,1,2,1,5,5,3,1,2,2,2,1,,1,2,5,1,1,2,1,6,11,N/A,2,4,3,0,0,0,0,1,1,4,0,1,1,1,2,1,0,N/A,N/A,2,2
126884,0,1,2,5,N/A,N/A,N/A,2,3,3,3,3,2,1,2,1,N/A,N/A,N/A,N/A,3,1,1,2,1,1,2,4,5,N/A,4,0,4,0,4,0,2,1,5,N/A,5,N/A,1,1,5,N/A,1,1,5,N/A,N/A,1,2,2,4,1,1,4,3,1,2,2,2,12,,2,2,5,2,1,1,1,1,11,1,2,3,3,1,1,0,0,2,2,3,1,0,12,0,1,1,0,3,3,1,1
126921,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,1,1,2,1,1,2,2,4,0,4,0,4,0,4,0,1,1,1,1,4,0,2,1,4,0,1,1,2,1,N/A,2,3,3,2,1,3,1,1,1,2,2,2,1,,1,2,6,2,1,1,1,1,8,1,2,3,4,1,1,0,0,1,1,3,0,1,1,1,2,1,0,N/A,N/A,1,1
126925,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,1,1,2,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,4,0,1,1,4,0,1,1,1,1,1,2,3,3,4,4,1,1,1,1,1,2,2,2,,1,1,3,4,5,1,1,3,3,1,1,3,2,0,0,1,1,1,1,2,0,1,2,2,2,1,1,10,6,1,1
127024,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,1,1,1,1,4,0,4,0,4,0,5,N/A,1,1,1,1,4,0,1,1,4,0,1,1,1,1,N/A,2,1,2,4,1,4,4,4,1,2,2,2,3,,2,2,6,2,1,1,1,10,12,1,2,3,4,1,1,0,0,2,2,4,0,0,3,0,2,1,0,N/A,N/A,1,1
127047,1,2,2,2,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,1,2,1,1,2,3,3,0,4,0,3,0,4,0,1,1,1,1,4,0,2,1,4,0,1,1,2,1,N/A,3,3,3,2,1,3,4,4,1,2,2,2,3,,1,1,4,2,1,1,1,1,5,N/A,1,3,2,1,0,0,0,1,1,2,1,1,3,3,2,1,0,N/A,N/A,2,2
127064,1,1,2,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,1,2,1,1,4,4,1,1,4,0,5,N/A,4,0,4,0,1,1,5,N/A,1,1,5,N/A,1,1,5,N/A,2,2,3,3,1,1,4,4,1,1,1,2,2,12,,1,2,2,5,1,6,1,4,11,0,2,4,1,0,0,0,0,1,1,2,1,1,12,12,1,1,1,N/A,N/A,2,2
127072,0,2,2,4,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,4,1,1,2,1,1,1,3,4,0,4,0,4,0,5,N/A,2,1,1,1,4,0,1,1,4,0,1,1,4,0,N/A,1,3,3,1,1,4,4,4,1,2,2,2,9,,4,1,4,1,1,1,1,1,11,N/A,1,3,2,0,0,0,0,1,1,4,1,0,9,0,2,1,0,N/A,5,2,2
127112,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,2,2,3,4,5,N/A,4,0,4,0,2,1,1,1,1,1,3,0,1,1,2,1,2,1,3,0,N/A,2,2,2,3,1,4,3,4,1,2,2,2,1,,1,2,6,2,1,6,1,1,11,0,2,4,4,1,0,0,0,1,1,3,0,1,1,1,1,1,0,N/A,10,1,1
127141,1,2,2,2,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,1,2,1,1,2,2,1,1,2,1,4,0,4,0,1,1,1,1,4,0,2,1,4,0,1,1,1,1,1,2,1,1,4,1,4,4,4,1,2,2,2,3,,2,1,2,1,5,5,4,N/A,11,N/A,1,1,1,0,0,0,1,1,1,4,1,0,3,0,2,0,0,N/A,N/A,2,2
